x fnow fnext h0 vel2
37800 0 0 8000 78480
37900 0 0 8000 78480
38000 0 0 8000 78480
38100 0 0 8000 78480
38200 0 0 8000 78480
38300 0 0 8000 78480
38400 0 0 8000 78480
38500 0 0 8000 78480
38600 0 0 8000 78480
38700 0 0 8000 78480
38800 0 0 8000 78480
38900 0 0 8000 78480
39000 0 0 8000 78480
39100 0 0 8000 78480
39200 0 0 8000 78480
39300 0 0 8000 78480
39400 0 0 8000 78480
39500 0 0 8000 78480
39600 0 0 8000 78480
39700 0 0 8000 78480
39800 0 0 8000 78480
39900 0 0 8000 78480
40000 0 0 8000 78480
40100 0 0 8000 78480
40200 0 0 8000 78480
40300 0 0 8000 78480
40400 0 0 8000 78480
40500 0 0 8000 78480
40600 0 0 8000 78480
40700 0 0 8000 78480
40800 0 0 8000 78480
40900 0 0 8000 78480
41000 0 0 8000 78480
41100 0 0 8000 78480
41200 0 0 8000 78480
41300 0 0 8000 78480
41400 0 0 8000 78480
41500 0 0 8000 78480
41600 0 0 8000 78480
41700 0 0 8000 78480
41800 0 0 8000 78480
41900 0 0 8000 78480
42000 0 0 8000 78480
42100 0 0 8000 78480
42200 0 0 8000 78480
42300 0 0 8000 78480
42400 0 0 8000 78480
42500 0 0 8000 78480
42600 0 0 8000 78480
42700 0 0 8000 78480
42800 0 0 8000 78480
42900 0 0 8000 78480
43000 0 0 8000 78480
43100 0 0 8000 78480
43200 0 0 8000 78480
43300 0 0 8000 78480
43400 0 0 8000 78480
43500 0 0 8000 78480
43600 0 0 8000 78480
43700 0 0 8000 78480
43800 0 0 8000 78480
43900 0 0 8000 78480
44000 0 0 8000 78480
44100 0 0 8000 78480
44200 0 0 8000 78480
44300 0 0 8000 78480
44400 0 0 8000 78480
44500 0 0 8000 78480
44600 0 0 8000 78480
44700 0 0 8000 78480
44800 0 0 8000 78480
44900 0 0 8000 78480
45000 0 0 8000 78480
45100 0 0 8000 78480
45200 0 0 8000 78480
45300 0 0 8000 78480
45400 0 0 8000 78480
45500 0 0 8000 78480
45600 0 0 8000 78480
45700 0 0 8000 78480
45800 0 0 8000 78480
45900 0 0 8000 78480
46000 0 0 8000 78480
46100 0 0 8000 78480
46200 0 0 8000 78480
46300 0 0 8000 78480
46400 0 0 8000 78480
46500 0 0 8000 78480
46600 0 0 8000 78480
46700 0 0 8000 78480
46800 0 0 8000 78480
46900 0 0 8000 78480
47000 0 0 8000 78480
47100 0 0 8000 78480
47200 0 0 8000 78480
47300 0 0 8000 78480
47400 0 0 8000 78480
47500 0 0 8000 78480
47600 0 0 8000 78480
47700 0 0 8000 78480
47800 0 0 8000 78480
47900 0 0 8000 78480
48000 0 0 8000 78480
48100 0 0 8000 78480
48200 0 0 8000 78480
48300 0 0 8000 78480
48400 0 0 8000 78480
48500 0 0 8000 78480
48600 0 0 8000 78480
48700 0 0 8000 78480
48800 0 0 8000 78480
48900 0 0 8000 78480
49000 0 0 8000 78480
49100 0 0 8000 78480
49200 0 0 8000 78480
49300 0 0 8000 78480
49400 0 0 8000 78480
49500 0 0 8000 78480
49600 0 0 8000 78480
49700 0 0 8000 78480
49800 0 0 8000 78480
49900 0 0 8000 78480
50000 0 -2.43501e-022 8000 78480
50100 1.09662e-006 -1.26972e-022 8000 78480
50200 4.38648e-006 1.09662e-006 8000 78480
50300 9.86957e-006 4.38648e-006 8000 78480
50400 1.75459e-005 9.86957e-006 8000 78480
50500 2.74153e-005 1.75459e-005 8000 78480
50600 3.94779e-005 2.74153e-005 8000 78480
50700 5.37336e-005 3.94779e-005 8000 78480
50800 7.01822e-005 5.37336e-005 8000 78480
50900 8.88238e-005 7.01822e-005 8000 78480
51000 0.000109658 8.88238e-005 8000 78480
51100 0.000132685 0.000109658 8000 78480
51200 0.000157905 0.000132685 8000 78480
51300 0.000185318 0.000157905 8000 78480
51400 0.000214923 0.000185318 8000 78480
51500 0.00024672 0.000214923 8000 78480
51600 0.000280709 0.00024672 8000 78480
51700 0.00031689 0.000280709 8000 78480
51800 0.000355264 0.00031689 8000 78480
51900 0.000395829 0.000355264 8000 78480
52000 0.000438585 0.000395829 8000 78480
52100 0.000483533 0.000438585 8000 78480
52200 0.000530671 0.000483533 8000 78480
52300 0.000580001 0.000530671 8000 78480
52400 0.000631522 0.000580001 8000 78480
52500 0.000685233 0.000631522 8000 78480
52600 0.000741134 0.000685233 8000 78480
52700 0.000799225 0.000741134 8000 78480
52800 0.000859506 0.000799225 8000 78480
52900 0.000921976 0.000859506 8000 78480
53000 0.000986636 0.000921976 8000 78480
53100 0.00105348 0.000986636 8000 78480
53200 0.00112252 0.00105348 8000 78480
53300 0.00119375 0.00112252 8000 78480
53400 0.00126716 0.00119375 8000 78480
53500 0.00134276 0.00126716 8000 78480
53600 0.00142055 0.00134276 8000 78480
53700 0.00150053 0.00142055 8000 78480
53800 0.00158269 0.00150053 8000 78480
53900 0.00166704 0.00158269 8000 78480
54000 0.00175357 0.00166704 8000 78480
54100 0.00184229 0.00175357 8000 78480
54200 0.0019332 0.00184229 8000 78480
54300 0.00202629 0.0019332 8000 78480
54400 0.00212156 0.00202629 8000 78480
54500 0.00221902 0.00212156 8000 78480
54600 0.00231866 0.00221902 8000 78480
54700 0.00242048 0.00231866 8000 78480
54800 0.00252449 0.00242048 8000 78480
54900 0.00263068 0.00252449 8000 78480
55000 0.00273905 0.00263068 8000 78480
55100 0.0028496 0.00273905 8000 78480
55200 0.00296234 0.0028496 8000 78480
55300 0.00307725 0.00296234 8000 78480
55400 0.00319434 0.00307725 8000 78480
55500 0.00331362 0.00319434 8000 78480
55600 0.00343507 0.00331362 8000 78480
55700 0.0035587 0.00343507 8000 78480
55800 0.0036845 0.0035587 8000 78480
55900 0.00381249 0.0036845 8000 78480
56000 0.00394265 0.00381249 8000 78480
56100 0.00407499 0.00394265 8000 78480
56200 0.0042095 0.00407499 8000 78480
56300 0.00434618 0.0042095 8000 78480
56400 0.00448505 0.00434618 8000 78480
56500 0.00462608 0.00448505 8000 78480
56600 0.00476929 0.00462608 8000 78480
56700 0.00491467 0.00476929 8000 78480
56800 0.00506222 0.00491467 8000 78480
56900 0.00521194 0.00506222 8000 78480
57000 0.00536383 0.00521194 8000 78480
57100 0.0055179 0.00536383 8000 78480
57200 0.00567413 0.0055179 8000 78480
57300 0.00583253 0.00567413 8000 78480
57400 0.0059931 0.00583253 8000 78480
57500 0.00615583 0.0059931 8000 78480
57600 0.00632073 0.00615583 8000 78480
57700 0.0064878 0.00632073 8000 78480
57800 0.00665703 0.0064878 8000 78480
57900 0.00682842 0.00665703 8000 78480
58000 0.00700198 0.00682842 8000 78480
58100 0.0071777 0.00700198 8000 78480
58200 0.00735559 0.0071777 8000 78480
58300 0.00753563 0.00735559 8000 78480
58400 0.00771783 0.00753563 8000 78480
58500 0.0079022 0.00771783 8000 78480
58600 0.00808872 0.0079022 8000 78480
58700 0.0082774 0.00808872 8000 78480
58800 0.00846823 0.0082774 8000 78480
58900 0.00866123 0.00846823 8000 78480
59000 0.00885637 0.00866123 8000 78480
59100 0.00905368 0.00885637 8000 78480
59200 0.00925313 0.00905368 8000 78480
59300 0.00945474 0.00925313 8000 78480
59400 0.0096585 0.00945474 8000 78480
59500 0.00986441 0.0096585 8000 78480
59600 0.0100725 0.00986441 8000 78480
59700 0.0102827 0.0100725 8000 78480
59800 0.010495 0.0102827 8000 78480
59900 0.0107095 0.010495 8000 78480
60000 0.0109262 0.0107095 8000 78480
60100 0.011145 0.0109262 8000 78480
60200 0.0113659 0.011145 8000 78480
60300 0.011589 0.0113659 8000 78480
60400 0.0118143 0.011589 8000 78480
60500 0.0120416 0.0118143 8000 78480
60600 0.0122711 0.0120416 8000 78480
60700 0.0125028 0.0122711 8000 78480
60800 0.0127366 0.0125028 8000 78480
60900 0.0129725 0.0127366 8000 78480
61000 0.0132105 0.0129725 8000 78480
61100 0.0134507 0.0132105 8000 78480
61200 0.0136931 0.0134507 8000 78480
61300 0.0139375 0.0136931 8000 78480
61400 0.0141841 0.0139375 8000 78480
61500 0.0144329 0.0141841 8000 78480
61600 0.0146837 0.0144329 8000 78480
61700 0.0149367 0.0146837 8000 78480
61800 0.0151918 0.0149367 8000 78480
61900 0.0154491 0.0151918 8000 78480
62000 0.0157084 0.0154491 8000 78480
62100 0.0159699 0.0157084 8000 78480
62200 0.0162335 0.0159699 8000 78480
62300 0.0164993 0.0162335 8000 78480
62400 0.0167671 0.0164993 8000 78480
62500 0.0170371 0.0167671 8000 78480
62600 0.0173092 0.0170371 8000 78480
62700 0.0175834 0.0173092 8000 78480
62800 0.0178597 0.0175834 8000 78480
62900 0.0181382 0.0178597 8000 78480
63000 0.0184187 0.0181382 8000 78480
63100 0.0187014 0.0184187 8000 78480
63200 0.0189862 0.0187014 8000 78480
63300 0.0192731 0.0189862 8000 78480
63400 0.0195621 0.0192731 8000 78480
63500 0.0198532 0.0195621 8000 78480
63600 0.0201464 0.0198532 8000 78480
63700 0.0204417 0.0201464 8000 78480
63800 0.0207391 0.0204417 8000 78480
63900 0.0210386 0.0207391 8000 78480
64000 0.0213403 0.0210386 8000 78480
64100 0.021644 0.0213403 8000 78480
64200 0.0219498 0.021644 8000 78480
64300 0.0222577 0.0219498 8000 78480
64400 0.0225677 0.0222577 8000 78480
64500 0.0228798 0.0225677 8000 78480
64600 0.023194 0.0228798 8000 78480
64700 0.0235103 0.023194 8000 78480
64800 0.0238287 0.0235103 8000 78480
64900 0.0241492 0.0238287 8000 78480
65000 0.0244717 0.0241492 8000 78480
65100 0.0247964 0.0244717 8000 78480
65200 0.0251231 0.0247964 8000 78480
65300 0.0254519 0.0251231 8000 78480
65400 0.0257828 0.0254519 8000 78480
65500 0.0261158 0.0257828 8000 78480
65600 0.0264508 0.0261158 8000 78480
65700 0.026788 0.0264508 8000 78480
65800 0.0271272 0.026788 8000 78480
65900 0.0274685 0.0271272 8000 78480
66000 0.0278118 0.0274685 8000 78480
66100 0.0281572 0.0278118 8000 78480
66200 0.0285047 0.0281572 8000 78480
66300 0.0288543 0.0285047 8000 78480
66400 0.0292059 0.0288543 8000 78480
66500 0.0295596 0.0292059 8000 78480
66600 0.0299154 0.0295596 8000 78480
66700 0.0302732 0.0299154 8000 78480
66800 0.0306331 0.0302732 8000 78480
66900 0.030995 0.0306331 8000 78480
67000 0.031359 0.030995 8000 78480
67100 0.0317251 0.031359 8000 78480
67200 0.0320932 0.0317251 8000 78480
67300 0.0324633 0.0320932 8000 78480
67400 0.0328355 0.0324633 8000 78480
67500 0.0332098 0.0328355 8000 78480
67600 0.0335861 0.0332098 8000 78480
67700 0.0339644 0.0335861 8000 78480
67800 0.0343448 0.0339644 8000 78480
67900 0.0347273 0.0343448 8000 78480
68000 0.0351118 0.0347273 8000 78480
68100 0.0354983 0.0351118 8000 78480
68200 0.0358868 0.0354983 8000 78480
68300 0.0362774 0.0358868 8000 78480
68400 0.03667 0.0362774 8000 78480
68500 0.0370647 0.03667 8000 78480
68600 0.0374614 0.0370647 8000 78480
68700 0.0378601 0.0374614 8000 78480
68800 0.0382609 0.0378601 8000 78480
68900 0.0386636 0.0382609 8000 78480
69000 0.0390684 0.0386636 8000 78480
69100 0.0394752 0.0390684 8000 78480
69200 0.0398841 0.0394752 8000 78480
69300 0.0402949 0.0398841 8000 78480
69400 0.0407078 0.0402949 8000 78480
69500 0.0411227 0.0407078 8000 78480
69600 0.0415396 0.0411227 8000 78480
69700 0.0419585 0.0415396 8000 78480
69800 0.0423794 0.0419585 8000 78480
69900 0.0428023 0.0423794 8000 78480
70000 0.0432273 0.0428023 8000 78480
70100 0.0436542 0.0432273 8000 78480
70200 0.0440831 0.0436542 8000 78480
70300 0.0445141 0.0440831 8000 78480
70400 0.044947 0.0445141 8000 78480
70500 0.0453819 0.044947 8000 78480
70600 0.0458189 0.0453819 8000 78480
70700 0.0462578 0.0458189 8000 78480
70800 0.0466987 0.0462578 8000 78480
70900 0.0471416 0.0466987 8000 78480
71000 0.0475865 0.0471416 8000 78480
71100 0.0480333 0.0475865 8000 78480
71200 0.0484822 0.0480333 8000 78480
71300 0.048933 0.0484822 8000 78480
71400 0.0493858 0.048933 8000 78480
71500 0.0498406 0.0493858 8000 78480
71600 0.0502974 0.0498406 8000 78480
71700 0.0507561 0.0502974 8000 78480
71800 0.0512168 0.0507561 8000 78480
71900 0.0516795 0.0512168 8000 78480
72000 0.0521441 0.0516795 8000 78480
72100 0.0526107 0.0521441 8000 78480
72200 0.0530793 0.0526107 8000 78480
72300 0.0535498 0.0530793 8000 78480
72400 0.0540223 0.0535498 8000 78480
72500 0.0544967 0.0540223 8000 78480
72600 0.0549731 0.0544967 8000 78480
72700 0.0554515 0.0549731 8000 78480
72800 0.0559318 0.0554515 8000 78480
72900 0.056414 0.0559318 8000 78480
73000 0.0568982 0.056414 8000 78480
73100 0.0573843 0.0568982 8000 78480
73200 0.0578724 0.0573843 8000 78480
73300 0.0583624 0.0578724 8000 78480
73400 0.0588544 0.0583624 8000 78480
73500 0.0593483 0.0588544 8000 78480
73600 0.0598441 0.0593483 8000 78480
73700 0.0603418 0.0598441 8000 78480
73800 0.0608415 0.0603418 8000 78480
73900 0.0613431 0.0608415 8000 78480
74000 0.0618467 0.0613431 8000 78480
74100 0.0623521 0.0618467 8000 78480
74200 0.0628595 0.0623521 8000 78480
74300 0.0633688 0.0628595 8000 78480
74400 0.06388 0.0633688 8000 78480
74500 0.0643931 0.06388 8000 78480
74600 0.0649081 0.0643931 8000 78480
74700 0.0654251 0.0649081 8000 78480
74800 0.0659439 0.0654251 8000 78480
74900 0.0664646 0.0659439 8000 78480
75000 0.0669873 0.0664646 8000 78480
75100 0.0675118 0.0669873 8000 78480
75200 0.0680383 0.0675118 8000 78480
75300 0.0685666 0.0680383 8000 78480
75400 0.0690969 0.0685666 8000 78480
75500 0.069629 0.0690969 8000 78480
75600 0.070163 0.069629 8000 78480
75700 0.0706989 0.070163 8000 78480
75800 0.0712367 0.0706989 8000 78480
75900 0.0717763 0.0712367 8000 78480
76000 0.0723179 0.0717763 8000 78480
76100 0.0728613 0.0723179 8000 78480
76200 0.0734066 0.0728613 8000 78480
76300 0.0739537 0.0734066 8000 78480
76400 0.0745028 0.0739537 8000 78480
76500 0.0750537 0.0745028 8000 78480
76600 0.0756064 0.0750537 8000 78480
76700 0.076161 0.0756064 8000 78480
76800 0.0767175 0.076161 8000 78480
76900 0.0772758 0.0767175 8000 78480
77000 0.077836 0.0772758 8000 78480
77100 0.0783981 0.077836 8000 78480
77200 0.078962 0.0783981 8000 78480
77300 0.0795277 0.078962 8000 78480
77400 0.0800953 0.0795277 8000 78480
77500 0.0806647 0.0800953 8000 78480
77600 0.081236 0.0806647 8000 78480
77700 0.0818091 0.081236 8000 78480
77800 0.082384 0.0818091 8000 78480
77900 0.0829608 0.082384 8000 78480
78000 0.0835394 0.0829608 8000 78480
78100 0.0841198 0.0835394 8000 78480
78200 0.0847021 0.0841198 8000 78480
78300 0.0852861 0.0847021 8000 78480
78400 0.085872 0.0852861 8000 78480
78500 0.0864597 0.085872 8000 78480
78600 0.0870492 0.0864597 8000 78480
78700 0.0876406 0.0870492 8000 78480
78800 0.0882337 0.0876406 8000 78480
78900 0.0888286 0.0882337 8000 78480
79000 0.0894254 0.0888286 8000 78480
79100 0.0900239 0.0894254 8000 78480
79200 0.0906243 0.0900239 8000 78480
79300 0.0912264 0.0906243 8000 78480
79400 0.0918304 0.0912264 8000 78480
79500 0.0924361 0.0918304 8000 78480
79600 0.0930436 0.0924361 8000 78480
79700 0.0936529 0.0930436 8000 78480
79800 0.094264 0.0936529 8000 78480
79900 0.0948769 0.094264 8000 78480
80000 0.0954915 0.0948769 8000 78480
80100 0.0961079 0.0954915 8000 78480
80200 0.0967261 0.0961079 8000 78480
80300 0.0973461 0.0967261 8000 78480
80400 0.0979678 0.0973461 8000 78480
80500 0.0985913 0.0979678 8000 78480
80600 0.0992165 0.0985913 8000 78480
80700 0.0998435 0.0992165 8000 78480
80800 0.100472 0.0998435 8000 78480
80900 0.101103 0.100472 8000 78480
81000 0.101735 0.101103 8000 78480
81100 0.102369 0.101735 8000 78480
81200 0.103005 0.102369 8000 78480
81300 0.103642 0.103005 8000 78480
81400 0.104282 0.103642 8000 78480
81500 0.104922 0.104282 8000 78480
81600 0.105565 0.104922 8000 78480
81700 0.10621 0.105565 8000 78480
81800 0.106856 0.10621 8000 78480
81900 0.107504 0.106856 8000 78480
82000 0.108153 0.107504 8000 78480
82100 0.108805 0.108153 8000 78480
82200 0.109458 0.108805 8000 78480
82300 0.110112 0.109458 8000 78480
82400 0.110769 0.110112 8000 78480
82500 0.111427 0.110769 8000 78480
82600 0.112087 0.111427 8000 78480
82700 0.112748 0.112087 8000 78480
82800 0.113412 0.112748 8000 78480
82900 0.114077 0.113412 8000 78480
83000 0.114743 0.114077 8000 78480
83100 0.115412 0.114743 8000 78480
83200 0.116082 0.115412 8000 78480
83300 0.116753 0.116082 8000 78480
83400 0.117427 0.116753 8000 78480
83500 0.118102 0.117427 8000 78480
83600 0.118779 0.118102 8000 78480
83700 0.119457 0.118779 8000 78480
83800 0.120137 0.119457 8000 78480
83900 0.120819 0.120137 8000 78480
84000 0.121502 0.120819 8000 78480
84100 0.122188 0.121502 8000 78480
84200 0.122874 0.122188 8000 78480
84300 0.123563 0.122874 8000 78480
84400 0.124253 0.123563 8000 78480
84500 0.124944 0.124253 8000 78480
84600 0.125638 0.124944 8000 78480
84700 0.126333 0.125638 8000 78480
84800 0.127029 0.126333 8000 78480
84900 0.127728 0.127029 8000 78480
85000 0.128428 0.127728 8000 78480
85100 0.129129 0.128428 8000 78480
85200 0.129832 0.129129 8000 78480
85300 0.130537 0.129832 8000 78480
85400 0.131243 0.130537 8000 78480
85500 0.131951 0.131243 8000 78480
85600 0.132661 0.131951 8000 78480
85700 0.133372 0.132661 8000 78480
85800 0.134085 0.133372 8000 78480
85900 0.1348 0.134085 8000 78480
