x fnow fnext h0 vel2
212400 0.983233 0.983501 8000 78480
212500 0.982963 0.983233 8000 78480
212600 0.982691 0.982963 8000 78480
212700 0.982417 0.982691 8000 78480
212800 0.98214 0.982417 8000 78480
212900 0.981862 0.98214 8000 78480
213000 0.981581 0.981862 8000 78480
213100 0.981299 0.981581 8000 78480
213200 0.981014 0.981299 8000 78480
213300 0.980727 0.981014 8000 78480
213400 0.980438 0.980727 8000 78480
213500 0.980147 0.980438 8000 78480
213600 0.979854 0.980147 8000 78480
213700 0.979558 0.979854 8000 78480
213800 0.979261 0.979558 8000 78480
213900 0.978961 0.979261 8000 78480
214000 0.97866 0.978961 8000 78480
214100 0.978356 0.97866 8000 78480
214200 0.97805 0.978356 8000 78480
214300 0.977742 0.97805 8000 78480
214400 0.977432 0.977742 8000 78480
214500 0.97712 0.977432 8000 78480
214600 0.976806 0.97712 8000 78480
214700 0.97649 0.976806 8000 78480
214800 0.976171 0.97649 8000 78480
214900 0.975851 0.976171 8000 78480
215000 0.975528 0.975851 8000 78480
215100 0.975204 0.975528 8000 78480
215200 0.974877 0.975204 8000 78480
215300 0.974548 0.974877 8000 78480
215400 0.974217 0.974548 8000 78480
215500 0.973884 0.974217 8000 78480
215600 0.973549 0.973884 8000 78480
215700 0.973212 0.973549 8000 78480
215800 0.972873 0.973212 8000 78480
215900 0.972532 0.972873 8000 78480
216000 0.972188 0.972532 8000 78480
216100 0.971843 0.972188 8000 78480
216200 0.971495 0.971843 8000 78480
216300 0.971146 0.971495 8000 78480
216400 0.970794 0.971146 8000 78480
216500 0.97044 0.970794 8000 78480
216600 0.970085 0.97044 8000 78480
216700 0.969727 0.970085 8000 78480
216800 0.969367 0.969727 8000 78480
216900 0.969005 0.969367 8000 78480
217000 0.968641 0.969005 8000 78480
217100 0.968275 0.968641 8000 78480
217200 0.967907 0.968275 8000 78480
217300 0.967537 0.967907 8000 78480
217400 0.967164 0.967537 8000 78480
217500 0.96679 0.967164 8000 78480
217600 0.966414 0.96679 8000 78480
217700 0.966036 0.966414 8000 78480
217800 0.965655 0.966036 8000 78480
217900 0.965273 0.965655 8000 78480
218000 0.964888 0.965273 8000 78480
218100 0.964502 0.964888 8000 78480
218200 0.964113 0.964502 8000 78480
218300 0.963723 0.964113 8000 78480
218400 0.96333 0.963723 8000 78480
218500 0.962935 0.96333 8000 78480
218600 0.962539 0.962935 8000 78480
218700 0.96214 0.962539 8000 78480
218800 0.961739 0.96214 8000 78480
218900 0.961336 0.961739 8000 78480
219000 0.960932 0.961336 8000 78480
219100 0.960525 0.960932 8000 78480
219200 0.960116 0.960525 8000 78480
219300 0.959705 0.960116 8000 78480
219400 0.959292 0.959705 8000 78480
219500 0.958877 0.959292 8000 78480
219600 0.95846 0.958877 8000 78480
219700 0.958042 0.95846 8000 78480
219800 0.957621 0.958042 8000 78480
219900 0.957198 0.957621 8000 78480
220000 0.956773 0.957198 8000 78480
220100 0.956346 0.956773 8000 78480
220200 0.955917 0.956346 8000 78480
220300 0.955486 0.955917 8000 78480
220400 0.955053 0.955486 8000 78480
220500 0.954618 0.955053 8000 78480
220600 0.954181 0.954618 8000 78480
220700 0.953742 0.954181 8000 78480
220800 0.953301 0.953742 8000 78480
220900 0.952858 0.953301 8000 78480
221000 0.952414 0.952858 8000 78480
221100 0.951967 0.952414 8000 78480
221200 0.951518 0.951967 8000 78480
221300 0.951067 0.951518 8000 78480
221400 0.950614 0.951067 8000 78480
221500 0.950159 0.950614 8000 78480
221600 0.949703 0.950159 8000 78480
221700 0.949244 0.949703 8000 78480
221800 0.948783 0.949244 8000 78480
221900 0.948321 0.948783 8000 78480
222000 0.947856 0.948321 8000 78480
222100 0.947389 0.947856 8000 78480
222200 0.946921 0.947389 8000 78480
222300 0.94645 0.946921 8000 78480
222400 0.945978 0.94645 8000 78480
222500 0.945503 0.945978 8000 78480
222600 0.945027 0.945503 8000 78480
222700 0.944549 0.945027 8000 78480
222800 0.944068 0.944549 8000 78480
222900 0.943586 0.944068 8000 78480
223000 0.943102 0.943586 8000 78480
223100 0.942616 0.943102 8000 78480
223200 0.942128 0.942616 8000 78480
223300 0.941638 0.942128 8000 78480
223400 0.941146 0.941638 8000 78480
223500 0.940652 0.941146 8000 78480
223600 0.940156 0.940652 8000 78480
223700 0.939658 0.940156 8000 78480
223800 0.939158 0.939658 8000 78480
223900 0.938657 0.939158 8000 78480
224000 0.938153 0.938657 8000 78480
224100 0.937648 0.938153 8000 78480
224200 0.937141 0.937648 8000 78480
224300 0.936631 0.937141 8000 78480
224400 0.93612 0.936631 8000 78480
224500 0.935607 0.93612 8000 78480
224600 0.935092 0.935607 8000 78480
224700 0.934575 0.935092 8000 78480
224800 0.934056 0.934575 8000 78480
224900 0.933535 0.934056 8000 78480
225000 0.933013 0.933535 8000 78480
225100 0.932488 0.933013 8000 78480
225200 0.931962 0.932488 8000 78480
225300 0.931433 0.931962 8000 78480
225400 0.930903 0.931433 8000 78480
225500 0.930371 0.930903 8000 78480
225600 0.929837 0.930371 8000 78480
225700 0.929301 0.929837 8000 78480
225800 0.928763 0.929301 8000 78480
225900 0.928224 0.928763 8000 78480
226000 0.927682 0.928224 8000 78480
226100 0.927139 0.927682 8000 78480
226200 0.926593 0.927139 8000 78480
226300 0.926046 0.926593 8000 78480
226400 0.925497 0.926046 8000 78480
226500 0.924946 0.925497 8000 78480
226600 0.924394 0.924946 8000 78480
226700 0.923839 0.924394 8000 78480
226800 0.923282 0.923839 8000 78480
226900 0.922724 0.923282 8000 78480
227000 0.922164 0.922724 8000 78480
227100 0.921602 0.922164 8000 78480
227200 0.921038 0.921602 8000 78480
227300 0.920472 0.921038 8000 78480
227400 0.919905 0.920472 8000 78480
227500 0.919335 0.919905 8000 78480
227600 0.918764 0.919335 8000 78480
227700 0.918191 0.918764 8000 78480
227800 0.917616 0.918191 8000 78480
227900 0.917039 0.917616 8000 78480
228000 0.916461 0.917039 8000 78480
228100 0.91588 0.916461 8000 78480
228200 0.915298 0.91588 8000 78480
228300 0.914714 0.915298 8000 78480
228400 0.914128 0.914714 8000 78480
228500 0.91354 0.914128 8000 78480
228600 0.912951 0.91354 8000 78480
228700 0.912359 0.912951 8000 78480
228800 0.911766 0.912359 8000 78480
228900 0.911171 0.911766 8000 78480
229000 0.910575 0.911171 8000 78480
229100 0.909976 0.910575 8000 78480
229200 0.909376 0.909976 8000 78480
229300 0.908774 0.909376 8000 78480
229400 0.90817 0.908774 8000 78480
229500 0.907564 0.90817 8000 78480
229600 0.906956 0.907564 8000 78480
229700 0.906347 0.906956 8000 78480
229800 0.905736 0.906347 8000 78480
229900 0.905123 0.905736 8000 78480
230000 0.904508 0.905123 8000 78480
230100 0.903892 0.904508 8000 78480
230200 0.903274 0.903892 8000 78480
230300 0.902654 0.903274 8000 78480
230400 0.902032 0.902654 8000 78480
230500 0.901409 0.902032 8000 78480
230600 0.900783 0.901409 8000 78480
230700 0.900156 0.900783 8000 78480
230800 0.899528 0.900156 8000 78480
230900 0.898897 0.899528 8000 78480
231000 0.898265 0.898897 8000 78480
231100 0.897631 0.898265 8000 78480
231200 0.896995 0.897631 8000 78480
231300 0.896358 0.896995 8000 78480
231400 0.895718 0.896358 8000 78480
231500 0.895078 0.895718 8000 78480
231600 0.894435 0.895078 8000 78480
231700 0.89379 0.894435 8000 78480
231800 0.893144 0.89379 8000 78480
231900 0.892496 0.893144 8000 78480
232000 0.891847 0.892496 8000 78480
232100 0.891195 0.891847 8000 78480
232200 0.890542 0.891195 8000 78480
232300 0.889888 0.890542 8000 78480
232400 0.889231 0.889888 8000 78480
232500 0.888573 0.889231 8000 78480
232600 0.887913 0.888573 8000 78480
232700 0.887252 0.887913 8000 78480
232800 0.886588 0.887252 8000 78480
232900 0.885923 0.886588 8000 78480
233000 0.885257 0.885923 8000 78480
233100 0.884588 0.885257 8000 78480
233200 0.883918 0.884588 8000 78480
233300 0.883247 0.883918 8000 78480
233400 0.882573 0.883247 8000 78480
233500 0.881898 0.882573 8000 78480
233600 0.881221 0.881898 8000 78480
233700 0.880543 0.881221 8000 78480
233800 0.879863 0.880543 8000 78480
233900 0.879181 0.879863 8000 78480
234000 0.878498 0.879181 8000 78480
234100 0.877812 0.878498 8000 78480
234200 0.877126 0.877812 8000 78480
234300 0.876437 0.877126 8000 78480
234400 0.875747 0.876437 8000 78480
234500 0.875056 0.875747 8000 78480
234600 0.874362 0.875056 8000 78480
234700 0.873667 0.874362 8000 78480
234800 0.872971 0.873667 8000 78480
234900 0.872272 0.872971 8000 78480
235000 0.871572 0.872272 8000 78480
235100 0.870871 0.871572 8000 78480
235200 0.870168 0.870871 8000 78480
235300 0.869463 0.870168 8000 78480
235400 0.868757 0.869463 8000 78480
235500 0.868049 0.868757 8000 78480
235600 0.867339 0.868049 8000 78480
235700 0.866628 0.867339 8000 78480
235800 0.865915 0.866628 8000 78480
235900 0.8652 0.865915 8000 78480
236000 0.864484 0.8652 8000 78480
236100 0.863767 0.864484 8000 78480
236200 0.863047 0.863767 8000 78480
236300 0.862327 0.863047 8000 78480
236400 0.861604 0.862327 8000 78480
236500 0.86088 0.861604 8000 78480
236600 0.860155 0.86088 8000 78480
236700 0.859427 0.860155 8000 78480
236800 0.858699 0.859427 8000 78480
236900 0.857968 0.858699 8000 78480
237000 0.857236 0.857968 8000 78480
237100 0.856503 0.857236 8000 78480
237200 0.855768 0.856503 8000 78480
237300 0.855031 0.855768 8000 78480
237400 0.854293 0.855031 8000 78480
237500 0.853553 0.854293 8000 78480
237600 0.852812 0.853553 8000 78480
237700 0.852069 0.852812 8000 78480
237800 0.851325 0.852069 8000 78480
237900 0.850579 0.851325 8000 78480
238000 0.849832 0.850579 8000 78480
238100 0.849083 0.849832 8000 78480
238200 0.848332 0.849083 8000 78480
238300 0.84758 0.848332 8000 78480
238400 0.846827 0.84758 8000 78480
238500 0.846072 0.846827 8000 78480
238600 0.845315 0.846072 8000 78480
238700 0.844557 0.845315 8000 78480
238800 0.843797 0.844557 8000 78480
238900 0.843036 0.843797 8000 78480
239000 0.842274 0.843036 8000 78480
239100 0.841509 0.842274 8000 78480
239200 0.840744 0.841509 8000 78480
239300 0.839977 0.840744 8000 78480
239400 0.839208 0.839977 8000 78480
239500 0.838438 0.839208 8000 78480
239600 0.837666 0.838438 8000 78480
239700 0.836893 0.837666 8000 78480
239800 0.836119 0.836893 8000 78480
239900 0.835343 0.836119 8000 78480
240000 0.834565 0.835343 8000 78480
240100 0.833786 0.834565 8000 78480
240200 0.833006 0.833786 8000 78480
240300 0.832224 0.833006 8000 78480
240400 0.831441 0.832224 8000 78480
240500 0.830656 0.831441 8000 78480
240600 0.82987 0.830656 8000 78480
240700 0.829082 0.82987 8000 78480
240800 0.828293 0.829082 8000 78480
240900 0.827502 0.828293 8000 78480
241000 0.82671 0.827502 8000 78480
241100 0.825917 0.82671 8000 78480
241200 0.825122 0.825917 8000 78480
241300 0.824326 0.825122 8000 78480
241400 0.823528 0.824326 8000 78480
241500 0.822729 0.823528 8000 78480
241600 0.821928 0.822729 8000 78480
241700 0.821126 0.821928 8000 78480
241800 0.820323 0.821126 8000 78480
241900 0.819518 0.820323 8000 78480
242000 0.818712 0.819518 8000 78480
242100 0.817904 0.818712 8000 78480
242200 0.817095 0.817904 8000 78480
242300 0.816285 0.817095 8000 78480
242400 0.815473 0.816285 8000 78480
242500 0.81466 0.815473 8000 78480
242600 0.813846 0.81466 8000 78480
242700 0.81303 0.813846 8000 78480
242800 0.812213 0.81303 8000 78480
242900 0.811394 0.812213 8000 78480
243000 0.810574 0.811394 8000 78480
243100 0.809753 0.810574 8000 78480
243200 0.80893 0.809753 8000 78480
243300 0.808106 0.80893 8000 78480
243400 0.80728 0.808106 8000 78480
243500 0.806454 0.80728 8000 78480
243600 0.805625 0.806454 8000 78480
243700 0.804796 0.805625 8000 78480
243800 0.803965 0.804796 8000 78480
243900 0.803133 0.803965 8000 78480
244000 0.8023 0.803133 8000 78480
244100 0.801465 0.8023 8000 78480
244200 0.800629 0.801465 8000 78480
244300 0.799791 0.800629 8000 78480
244400 0.798952 0.799791 8000 78480
244500 0.798112 0.798952 8000 78480
244600 0.797271 0.798112 8000 78480
244700 0.796428 0.797271 8000 78480
244800 0.795584 0.796428 8000 78480
244900 0.794739 0.795584 8000 78480
245000 0.793893 0.794739 8000 78480
245100 0.793045 0.793893 8000 78480
245200 0.792196 0.793045 8000 78480
245300 0.791345 0.792196 8000 78480
245400 0.790494 0.791345 8000 78480
245500 0.789641 0.790494 8000 78480
245600 0.788786 0.789641 8000 78480
245700 0.787931 0.788786 8000 78480
245800 0.787074 0.787931 8000 78480
245900 0.786216 0.787074 8000 78480
246000 0.785357 0.786216 8000 78480
246100 0.784496 0.785357 8000 78480
246200 0.783634 0.784496 8000 78480
246300 0.782771 0.783634 8000 78480
246400 0.781907 0.782771 8000 78480
246500 0.781042 0.781907 8000 78480
246600 0.780175 0.781042 8000 78480
246700 0.779307 0.780175 8000 78480
246800 0.778438 0.779307 8000 78480
246900 0.777567 0.778438 8000 78480
247000 0.776696 0.777567 8000 78480
247100 0.775823 0.776696 8000 78480
247200 0.774949 0.775823 8000 78480
247300 0.774074 0.774949 8000 78480
247400 0.773197 0.774074 8000 78480
247500 0.77232 0.773197 8000 78480
247600 0.771441 0.77232 8000 78480
247700 0.770561 0.771441 8000 78480
247800 0.769679 0.770561 8000 78480
247900 0.768797 0.769679 8000 78480
248000 0.767913 0.768797 8000 78480
248100 0.767029 0.767913 8000 78480
248200 0.766143 0.767029 8000 78480
248300 0.765256 0.766143 8000 78480
248400 0.764367 0.765256 8000 78480
248500 0.763478 0.764367 8000 78480
248600 0.762587 0.763478 8000 78480
248700 0.761696 0.762587 8000 78480
248800 0.760803 0.761696 8000 78480
248900 0.759909 0.760803 8000 78480
249000 0.759014 0.759909 8000 78480
249100 0.758117 0.759014 8000 78480
249200 0.75722 0.758117 8000 78480
249300 0.756321 0.75722 8000 78480
249400 0.755422 0.756321 8000 78480
249500 0.754521 0.755422 8000 78480
249600 0.753619 0.754521 8000 78480
249700 0.752716 0.753619 8000 78480
249800 0.751812 0.752716 8000 78480
249900 0.750906 0.751812 8000 78480
250000 0.75 0.750906 8000 78480
250100 0.749093 0.75 8000 78480
250200 0.748184 0.749093 8000 78480
250300 0.747274 0.748184 8000 78480
250400 0.746364 0.747274 8000 78480
250500 0.745452 0.746364 8000 78480
250600 0.744539 0.745452 8000 78480
250700 0.743625 0.744539 8000 78480
250800 0.74271 0.743625 8000 78480
250900 0.741794 0.74271 8000 78480
251000 0.740877 0.741794 8000 78480
251100 0.739959 0.740877 8000 78480
251200 0.739039 0.739959 8000 78480
251300 0.738119 0.739039 8000 78480
251400 0.737198 0.738119 8000 78480
251500 0.736275 0.737198 8000 78480
251600 0.735352 0.736275 8000 78480
251700 0.734428 0.735352 8000 78480
251800 0.733502 0.734428 8000 78480
251900 0.732576 0.733502 8000 78480
252000 0.731648 0.732576 8000 78480
252100 0.730719 0.731648 8000 78480
252200 0.72979 0.730719 8000 78480
252300 0.728859 0.72979 8000 78480
252400 0.727928 0.728859 8000 78480
252500 0.726995 0.727928 8000 78480
252600 0.726062 0.726995 8000 78480
252700 0.725127 0.726062 8000 78480
252800 0.724192 0.725127 8000 78480
252900 0.723255 0.724192 8000 78480
253000 0.722318 0.723255 8000 78480
253100 0.721379 0.722318 8000 78480
253200 0.72044 0.721379 8000 78480
253300 0.719499 0.72044 8000 78480
253400 0.718558 0.719499 8000 78480
253500 0.717616 0.718558 8000 78480
253600 0.716672 0.717616 8000 78480
253700 0.715728 0.716672 8000 78480
253800 0.714783 0.715728 8000 78480
253900 0.713837 0.714783 8000 78480
254000 0.71289 0.713837 8000 78480
254100 0.711942 0.71289 8000 78480
254200 0.710993 0.711942 8000 78480
254300 0.710043 0.710993 8000 78480
254400 0.709092 0.710043 8000 78480
254500 0.70814 0.709092 8000 78480
254600 0.707188 0.70814 8000 78480
254700 0.706234 0.707188 8000 78480
254800 0.70528 0.706234 8000 78480
254900 0.704325 0.70528 8000 78480
255000 0.703368 0.704325 8000 78480
255100 0.702411 0.703368 8000 78480
255200 0.701453 0.702411 8000 78480
255300 0.700494 0.701453 8000 78480
255400 0.699535 0.700494 8000 78480
255500 0.698574 0.699535 8000 78480
255600 0.697612 0.698574 8000 78480
255700 0.69665 0.697612 8000 78480
255800 0.695687 0.69665 8000 78480
255900 0.694723 0.695687 8000 78480
256000 0.693758 0.694723 8000 78480
256100 0.692792 0.693758 8000 78480
256200 0.691825 0.692792 8000 78480
256300 0.690858 0.691825 8000 78480
256400 0.68989 0.690858 8000 78480
256500 0.68892 0.68989 8000 78480
256600 0.68795 0.68892 8000 78480
256700 0.68698 0.68795 8000 78480
256800 0.686008 0.68698 8000 78480
256900 0.685036 0.686008 8000 78480
257000 0.684062 0.685036 8000 78480
257100 0.683088 0.684062 8000 78480
257200 0.682113 0.683088 8000 78480
257300 0.681138 0.682113 8000 78480
257400 0.680161 0.681138 8000 78480
257500 0.679184 0.680161 8000 78480
257600 0.678206 0.679184 8000 78480
257700 0.677227 0.678206 8000 78480
257800 0.676248 0.677227 8000 78480
257900 0.675267 0.676248 8000 78480
258000 0.674286 0.675267 8000 78480
258100 0.673304 0.674286 8000 78480
258200 0.672321 0.673304 8000 78480
258300 0.671338 0.672321 8000 78480
258400 0.670354 0.671338 8000 78480
258500 0.669369 0.670354 8000 78480
258600 0.668383 0.669369 8000 78480
258700 0.667397 0.668383 8000 78480
258800 0.66641 0.667397 8000 78480
258900 0.665422 0.66641 8000 78480
259000 0.664433 0.665422 8000 78480
259100 0.663444 0.664433 8000 78480
259200 0.662454 0.663444 8000 78480
259300 0.661463 0.662454 8000 78480
259400 0.660472 0.661463 8000 78480
259500 0.65948 0.660472 8000 78480
259600 0.658487 0.65948 8000 78480
259700 0.657493 0.658487 8000 78480
259800 0.656499 0.657493 8000 78480
259900 0.655504 0.656499 8000 78480
260000 0.654508 0.655504 8000 78480
260100 0.653512 0.654508 8000 78480
260200 0.652515 0.653512 8000 78480
260300 0.651518 0.652515 8000 78480
260400 0.650519 0.651518 8000 78480
260500 0.64952 0.650519 8000 78480
260600 0.648521 0.64952 8000 78480
260700 0.647521 0.648521 8000 78480
260800 0.64652 0.647521 8000 78480
260900 0.645518 0.64652 8000 78480
261000 0.644516 0.645518 8000 78480
261100 0.643513 0.644516 8000 78480
261200 0.64251 0.643513 8000 78480
261300 0.641506 0.64251 8000 78480
261400 0.640501 0.641506 8000 78480
261500 0.639496 0.640501 8000 78480
261600 0.63849 0.639496 8000 78480
261700 0.637483 0.63849 8000 78480
261800 0.636476 0.637483 8000 78480
261900 0.635468 0.636476 8000 78480
262000 0.63446 0.635468 8000 78480
262100 0.633451 0.63446 8000 78480
262200 0.632441 0.633451 8000 78480
262300 0.631431 0.632441 8000 78480
262400 0.630421 0.631431 8000 78480
262500 0.62941 0.630421 8000 78480
262600 0.628398 0.62941 8000 78480
262700 0.627385 0.628398 8000 78480
262800 0.626372 0.627385 8000 78480
262900 0.625359 0.626372 8000 78480
263000 0.624345 0.625359 8000 78480
263100 0.62333 0.624345 8000 78480
263200 0.622315 0.62333 8000 78480
263300 0.6213 0.622315 8000 78480
263400 0.620283 0.6213 8000 78480
263500 0.619267 0.620283 8000 78480
263600 0.618249 0.619267 8000 78480
263700 0.617232 0.618249 8000 78480
263800 0.616213 0.617232 8000 78480
263900 0.615195 0.616213 8000 78480
264000 0.614175 0.615195 8000 78480
264100 0.613156 0.614175 8000 78480
264200 0.612135 0.613156 8000 78480
264300 0.611115 0.612135 8000 78480
264400 0.610093 0.611115 8000 78480
264500 0.609072 0.610093 8000 78480
264600 0.608049 0.609072 8000 78480
264700 0.607027 0.608049 8000 78480
264800 0.606004 0.607027 8000 78480
264900 0.60498 0.606004 8000 78480
265000 0.603956 0.60498 8000 78480
265100 0.602931 0.603956 8000 78480
265200 0.601906 0.602931 8000 78480
265300 0.600881 0.601906 8000 78480
265400 0.599855 0.600881 8000 78480
265500 0.598829 0.599855 8000 78480
265600 0.597802 0.598829 8000 78480
265700 0.596775 0.597802 8000 78480
265800 0.595747 0.596775 8000 78480
265900 0.594719 0.595747 8000 78480
266000 0.593691 0.594719 8000 78480
266100 0.592662 0.593691 8000 78480
266200 0.591633 0.592662 8000 78480
266300 0.590603 0.591633 8000 78480
266400 0.589573 0.590603 8000 78480
266500 0.588542 0.589573 8000 78480
266600 0.587512 0.588542 8000 78480
266700 0.58648 0.587512 8000 78480
266800 0.585449 0.58648 8000 78480
266900 0.584417 0.585449 8000 78480
267000 0.583384 0.584417 8000 78480
267100 0.582352 0.583384 8000 78480
267200 0.581319 0.582352 8000 78480
267300 0.580285 0.581319 8000 78480
267400 0.579251 0.580285 8000 78480
267500 0.578217 0.579251 8000 78480
267600 0.577183 0.578217 8000 78480
267700 0.576148 0.577183 8000 78480
267800 0.575113 0.576148 8000 78480
267900 0.574077 0.575113 8000 78480
268000 0.573042 0.574077 8000 78480
268100 0.572005 0.573042 8000 78480
268200 0.570969 0.572005 8000 78480
268300 0.569932 0.570969 8000 78480
268400 0.568895 0.569932 8000 78480
268500 0.567858 0.568895 8000 78480
268600 0.56682 0.567858 8000 78480
268700 0.565782 0.56682 8000 78480
268800 0.564744 0.565782 8000 78480
268900 0.563705 0.564744 8000 78480
269000 0.562667 0.563705 8000 78480
269100 0.561628 0.562667 8000 78480
269200 0.560588 0.561628 8000 78480
269300 0.559549 0.560588 8000 78480
269400 0.558509 0.559549 8000 78480
269500 0.557469 0.558509 8000 78480
269600 0.556428 0.557469 8000 78480
269700 0.555388 0.556428 8000 78480
269800 0.554347 0.555388 8000 78480
269900 0.553306 0.554347 8000 78480
270000 0.552264 0.553306 8000 78480
270100 0.551223 0.552264 8000 78480
270200 0.550181 0.551223 8000 78480
270300 0.549139 0.550181 8000 78480
270400 0.548097 0.549139 8000 78480
270500 0.547054 0.548097 8000 78480
270600 0.546012 0.547054 8000 78480
270700 0.544969 0.546012 8000 78480
270800 0.543926 0.544969 8000 78480
270900 0.542882 0.543926 8000 78480
271000 0.541839 0.542882 8000 78480
271100 0.540795 0.541839 8000 78480
271200 0.539752 0.540795 8000 78480
271300 0.538708 0.539752 8000 78480
271400 0.537663 0.538708 8000 78480
271500 0.536619 0.537663 8000 78480
271600 0.535575 0.536619 8000 78480
271700 0.53453 0.535575 8000 78480
271800 0.533485 0.53453 8000 78480
271900 0.53244 0.533485 8000 78480
272000 0.531395 0.53244 8000 78480
272100 0.53035 0.531395 8000 78480
272200 0.529305 0.53035 8000 78480
272300 0.528259 0.529305 8000 78480
272400 0.527214 0.528259 8000 78480
272500 0.526168 0.527214 8000 78480
272600 0.525122 0.526168 8000 78480
272700 0.524076 0.525122 8000 78480
272800 0.52303 0.524076 8000 78480
272900 0.521984 0.52303 8000 78480
273000 0.520938 0.521984 8000 78480
273100 0.519892 0.520938 8000 78480
273200 0.518845 0.519892 8000 78480
273300 0.517799 0.518845 8000 78480
273400 0.516752 0.517799 8000 78480
273500 0.515705 0.516752 8000 78480
273600 0.514659 0.515705 8000 78480
273700 0.513612 0.514659 8000 78480
273800 0.512565 0.513612 8000 78480
273900 0.511518 0.512565 8000 78480
274000 0.510471 0.511518 8000 78480
274100 0.509424 0.510471 8000 78480
274200 0.508377 0.509424 8000 78480
274300 0.50733 0.508377 8000 78480
274400 0.506283 0.50733 8000 78480
274500 0.505236 0.506283 8000 78480
274600 0.504189 0.505236 8000 78480
274700 0.503142 0.504189 8000 78480
274800 0.502094 0.503142 8000 78480
274900 0.501047 0.502094 8000 78480
275000 0.5 0.501047 8000 78480
275100 0.498953 0.5 8000 78480
275200 0.497906 0.498953 8000 78480
275300 0.496858 0.497906 8000 78480
275400 0.495811 0.496858 8000 78480
275500 0.494764 0.495811 8000 78480
275600 0.493717 0.494764 8000 78480
275700 0.49267 0.493717 8000 78480
275800 0.491623 0.49267 8000 78480
275900 0.490576 0.491623 8000 78480
276000 0.489529 0.490576 8000 78480
276100 0.488482 0.489529 8000 78480
276200 0.487435 0.488482 8000 78480
276300 0.486388 0.487435 8000 78480
276400 0.485341 0.486388 8000 78480
276500 0.484295 0.485341 8000 78480
276600 0.483248 0.484295 8000 78480
276700 0.482201 0.483248 8000 78480
276800 0.481155 0.482201 8000 78480
276900 0.480108 0.481155 8000 78480
277000 0.479062 0.480108 8000 78480
277100 0.478016 0.479062 8000 78480
277200 0.47697 0.478016 8000 78480
277300 0.475924 0.47697 8000 78480
277400 0.474878 0.475924 8000 78480
277500 0.473832 0.474878 8000 78480
277600 0.472786 0.473832 8000 78480
277700 0.471741 0.472786 8000 78480
277800 0.470695 0.471741 8000 78480
277900 0.46965 0.470695 8000 78480
278000 0.468605 0.46965 8000 78480
278100 0.46756 0.468605 8000 78480
278200 0.466515 0.46756 8000 78480
278300 0.46547 0.466515 8000 78480
278400 0.464425 0.46547 8000 78480
278500 0.463381 0.464425 8000 78480
278600 0.462337 0.463381 8000 78480
278700 0.461292 0.462337 8000 78480
278800 0.460248 0.461292 8000 78480
278900 0.459205 0.460248 8000 78480
279000 0.458161 0.459205 8000 78480
279100 0.457118 0.458161 8000 78480
279200 0.456074 0.457118 8000 78480
279300 0.455031 0.456074 8000 78480
279400 0.453988 0.455031 8000 78480
279500 0.452946 0.453988 8000 78480
279600 0.451903 0.452946 8000 78480
279700 0.450861 0.451903 8000 78480
279800 0.449819 0.450861 8000 78480
279900 0.448777 0.449819 8000 78480
280000 0.447736 0.448777 8000 78480
280100 0.446694 0.447736 8000 78480
280200 0.445653 0.446694 8000 78480
280300 0.444612 0.445653 8000 78480
280400 0.443572 0.444612 8000 78480
280500 0.442531 0.443572 8000 78480
280600 0.441491 0.442531 8000 78480
280700 0.440451 0.441491 8000 78480
280800 0.439412 0.440451 8000 78480
280900 0.438372 0.439412 8000 78480
281000 0.437333 0.438372 8000 78480
281100 0.436295 0.437333 8000 78480
281200 0.435256 0.436295 8000 78480
281300 0.434218 0.435256 8000 78480
281400 0.43318 0.434218 8000 78480
281500 0.432142 0.43318 8000 78480
281600 0.431105 0.432142 8000 78480
281700 0.430068 0.431105 8000 78480
281800 0.429031 0.430068 8000 78480
281900 0.427995 0.429031 8000 78480
282000 0.426958 0.427995 8000 78480
282100 0.425923 0.426958 8000 78480
282200 0.424887 0.425923 8000 78480
282300 0.423852 0.424887 8000 78480
282400 0.422817 0.423852 8000 78480
282500 0.421783 0.422817 8000 78480
282600 0.420749 0.421783 8000 78480
282700 0.419715 0.420749 8000 78480
282800 0.418681 0.419715 8000 78480
282900 0.417648 0.418681 8000 78480
283000 0.416616 0.417648 8000 78480
283100 0.415583 0.416616 8000 78480
283200 0.414551 0.415583 8000 78480
283300 0.41352 0.414551 8000 78480
283400 0.412488 0.41352 8000 78480
283500 0.411458 0.412488 8000 78480
283600 0.410427 0.411458 8000 78480
283700 0.409397 0.410427 8000 78480
283800 0.408367 0.409397 8000 78480
283900 0.407338 0.408367 8000 78480
284000 0.406309 0.407338 8000 78480
284100 0.405281 0.406309 8000 78480
284200 0.404253 0.405281 8000 78480
284300 0.403225 0.404253 8000 78480
284400 0.402198 0.403225 8000 78480
284500 0.401171 0.402198 8000 78480
284600 0.400145 0.401171 8000 78480
284700 0.399119 0.400145 8000 78480
284800 0.398094 0.399119 8000 78480
284900 0.397069 0.398094 8000 78480
285000 0.396044 0.397069 8000 78480
285100 0.39502 0.396044 8000 78480
285200 0.393996 0.39502 8000 78480
285300 0.392973 0.393996 8000 78480
285400 0.391951 0.392973 8000 78480
285500 0.390928 0.391951 8000 78480
285600 0.389907 0.390928 8000 78480
285700 0.388885 0.389907 8000 78480
285800 0.387865 0.388885 8000 78480
285900 0.386844 0.387865 8000 78480
